"Player";"Short Name";"Player ID";"Birthdate";"Team";"Team ID";"Minutes";"Count Performances (Physical Check passed)";"Count Performances (Physical Check failed)";"PSV-99";"TOP 5 PSV-99";"TOP 3 Time to HSR";"TOP 3 Time to HSR post-COD";"TOP 3 Time to Sprint";"TOP 3 Time to Sprint post-COD";"TOP 3 Time to 505 around 90";"TOP 3 Time to 505 around 180";"Distance P90";"M/min P90";"Running Distance P90";"HSR Distance P90";"HSR Count P90";"Sprint Distance P90";"Sprint Count P90";"HI Distance P90";"HI Count P90";"Medium Acceleration Count P90";"High Acceleration Count P90";"Medium Deceleration Count P90";"High Deceleration Count P90";"Explosive Acceleration to HSR Count P90";"Explosive Acceleration to Sprint Count P90";"Change of Direction Count P90"
"Ane Elexpuru Añorga";"Ane Elexpuru";"185250";"2003-05-02";"Athletic Club de Bilbao, Women";"2010";"99.62";"20";"0";"27.89";"29.22";"0.69";"0.8";"1.53";"1.66";"2.2";"3.0";"9174.02";"101.93";"1097.46";"438.99";"39.53";"126.21";"7.18";"565.2";"46.71";"97.98";"4.43";"88.04";"10.07";"2.62";"0.63";"21.46"
"Lucía Moral Ruiz";"Lucía Moral";"185251";"2004-02-11";"Sevilla FC, Women";"2013";"77.56";"8";"0";"24.94";"25.4";"0.85";"0.86";"null";"null";"2.19";"2.84";"9644.63";"107.16";"1577.19";"550.92";"44.68";"44.97";"3.48";"595.89";"48.16";"115.46";"5.51";"91.53";"11.75";"0.87";"0.15";"32.06"
"Fiamma Benítez Iannuzzi";"Fiamma Iannuzzi";"188219";"2004-06-19";"Atlético Madrid, Women";"2000";"89.42";"24";"0";"24.68";"26.5";"0.75";"null";"null";"null";"1.97";"2.87";"9607.83";"106.75";"1398.42";"350.72";"27.89";"36.07";"1.64";"386.78";"29.52";"94.11";"2.05";"82.87";"4.57";"0.59";"0.0";"20.63"
"Luany Vitória da Silva Rosa";"Luany";"188656";"2003-02-03";"Atlético Madrid, Women";"2000";"89.78";"19";"0";"28.67";"30.0";"0.75";"0.85";"1.46";"1.93";"1.75";"2.45";"9729.09";"108.1";"1391.13";"606.08";"54.56";"190.31";"10.13";"796.39";"64.69";"105.21";"5.96";"87.53";"17.09";"3.9";"1.42";"27.96"
"Chinyere Mercy Kalu";"C. Kalu";"191946";"2005-10-23";"Levante UD, Women";"2003";"69.57";"1";"0";"23.3";"23.3";"null";"null";"null";"null";"null";"null";"8664.06";"96.27";"1015.57";"146.19";"14.23";"1.29";"0.0";"147.48";"14.23";"108.67";"1.29";"94.44";"6.47";"0.0";"0.0";"19.41"
"Sakina Ouzraoui Diki";"S. Ouzraoui Diki";"407291";"2001-08-29";"UDG Tenerife, Women";"1996";"82.31";"17";"0";"27.04";"28.16";"0.66";"0.77";"1.9";"null";"2.08";"2.83";"9140.91";"101.57";"1062.65";"501.57";"44.25";"107.09";"6.43";"608.67";"50.68";"96.1";"4.37";"78.66";"10.16";"2.57";"0.84";"24.57"
"Malou Marcetto Rylov";"M. Marcetto";"661012";"2003-04-16";"Madrid CF, Women";"2011";"93.66";"15";"0";"25.61";"27.16";"0.95";"1.02";"null";"null";"2.05";"2.81";"9883.88";"109.82";"1450.51";"442.08";"37.6";"54.07";"3.72";"496.14";"41.32";"106.34";"2.37";"90.45";"7.11";"0.7";"0.06";"27.93"
"Maëlle Lakrar";"M. Lakrar";"662317";"2000-05-27";"Real Madrid, Women";"2016";"97.0";"10";"0";"27.01";"27.88";"0.9";"null";"null";"null";"2.26";"3.24";"8486.32";"94.29";"935.12";"277.72";"25.15";"59.94";"3.62";"337.66";"28.76";"96.13";"2.69";"80.08";"5.75";"1.3";"0.19";"11.23"
"Flavine Mawete Musolo";"F. Mawete";"667230";"2000-12-11";"DUX Logroño";"5155";"79.32";"15";"0";"27.37";"28.44";"0.79";"0.94";"1.98";"1.98";"2.24";"3.02";"8918.23";"99.09";"999.82";"469.54";"45.46";"129.35";"7.87";"598.89";"53.33";"94.63";"4.84";"79.96";"12.94";"2.27";"0.53";"20.65"
"Kamilla Melgård";"K. Melgård";"667252";"2005-12-16";"Madrid CF, Women";"2011";"96.13";"23";"0";"27.33";"28.64";"0.67";"0.8";"1.66";"1.69";"1.95";"2.67";"9829.14";"109.21";"1426.49";"599.86";"51.41";"133.97";"8.34";"733.82";"59.76";"111.98";"4.76";"95.7";"13.51";"2.81";"0.53";"29.96"
"Bella Andersson";"B. Andersson";"751442";"2006-07-12";"Real Madrid, Women";"2016";"97.5";"13";"0";"25.78";"27.22";"0.91";"null";"null";"null";"2.51";"3.16";"8837.11";"98.19";"780.0";"199.88";"18.96";"32.45";"2.13";"232.33";"21.09";"80.02";"1.7";"65.96";"2.41";"0.78";"0.07";"11.5"
"Paula Comendador Prado";"Paula Comendador";"798964";"2007-01-12";"Real Madrid, Women";"2016";"67.2";"7";"0";"25.87";"26.48";"0.87";"null";"null";"null";"2.39";"2.99";"9516.68";"105.74";"1031.32";"340.97";"31.57";"44.58";"3.06";"385.55";"34.63";"99.88";"4.21";"88.02";"9.18";"1.91";"0.96";"23.73"
"María Luisa García Antolín";"Marisa Garcia";"798965";"2006-06-22";"Real Club Deportivo de La Coruña";"4039";"84.39";"10";"0";"25.41";"26.2";"0.9";"null";"null";"null";"2.14";"2.84";"9175.45";"101.95";"1140.24";"433.44";"37.12";"53.33";"3.63";"486.77";"40.74";"100.68";"4.69";"88.74";"9.28";"2.13";"0.0";"25.7"
"Rebeca Costa da Silva";"Rebeca";"807401";"2005-09-01";"DUX Logroño";"5155";"96.47";"19";"0";"26.09";"27.56";"0.61";"0.92";"null";"null";"2.27";"3.28";"8902.77";"98.92";"1046.99";"261.04";"23.62";"36.09";"2.46";"297.13";"26.07";"96.83";"2.16";"80.19";"5.06";"0.98";"0.1";"13.5"
"Elsa Maria Gomez Alvarado";"E. Gomez";"807467";"2006-03-19";"Alhama CF";"5154";"91.61";"2";"0";"25.95";"25.95";"null";"null";"null";"null";"null";"null";"9001.64";"100.02";"1115.56";"531.99";"39.79";"108.07";"4.91";"640.06";"44.7";"106.6";"4.42";"87.93";"10.32";"0.98";"0.98";"17.68"
"Alba Cerrato Izquierdo";"Alba Cerrato";"807470";"2007-01-01";"Sevilla FC, Women";"2013";"78.84";"4";"0";"26.7";"26.7";"null";"null";"null";"null";"2.27";"2.89";"9447.5";"104.97";"1282.0";"589.92";"47.66";"136.13";"7.13";"726.05";"54.8";"112.73";"4.85";"92.75";"14.84";"2.28";"0.0";"36.25"
"Elena Vázquez Brandon";"Elena Vázquez";"807472";"2007-10-08";"Real Club Deportivo de La Coruña";"4039";"93.38";"10";"0";"25.25";"26.16";"1.09";"null";"null";"null";"2.52";"null";"8604.11";"95.6";"873.19";"241.33";"18.79";"26.31";"2.02";"267.64";"20.82";"92.43";"2.12";"79.71";"3.76";"0.58";"0.39";"8.67"
"Silvia Cristóbal Fernández";"S. Cristobal";"807482";"2008-05-01";"Real Madrid, Women";"2016";"78.3";"5";"0";"26.58";"26.58";"0.77";"null";"null";"null";"2.24";"2.99";"9420.69";"104.67";"1091.95";"300.0";"31.26";"54.25";"3.91";"354.25";"35.17";"91.26";"3.91";"80.92";"9.2";"2.3";"0.46";"23.91"
"Rosalía Domínguez Navarro";"Rosalía Dominguez";"807483";"2008-10-11";"FC Barcelona, Women";"1995";"67.58";"1";"0";"26.9";"26.9";"null";"null";"null";"null";"null";"null";"10325.92";"114.73";"1676.6";"528.68";"45.28";"85.23";"5.33";"613.91";"50.6";"138.5";"4.0";"114.53";"7.99";"1.33";"0.0";"59.93"
"Emma Moreno Torres";"E. Moreno";"807484";"2007-05-02";"SD Eibar, Women";"2024";"76.11";"15";"0";"26.79";"27.86";"0.73";"0.86";"null";"null";"2.0";"2.72";"9525.62";"105.84";"1342.73";"486.7";"43.28";"80.25";"5.68";"566.95";"48.95";"110.52";"3.71";"88.29";"12.06";"1.97";"0.0";"32.64"
"Aiara Aguirrezabala Azkue";"A. Aguirrezabala";"807487";"2008-10-02";"Real Sociedad, Women";"2001";"93.78";"16";"0";"27.59";"28.54";"0.72";"0.82";"1.7";"null";"2.05";"2.83";"9576.32";"106.4";"1328.89";"592.41";"51.46";"150.13";"8.64";"742.54";"60.1";"105.2";"5.22";"93.69";"15.23";"2.88";"0.54";"25.49"
"Clara Serrajordi Diaz";"C. Serrajordi";"807489";"2007-12-07";"FC Barcelona, Women";"1995";"75.11";"17";"0";"24.98";"26.84";"0.77";"0.79";"null";"null";"2.12";"2.97";"10602.65";"117.81";"1555.81";"322.52";"28.69";"33.06";"3.17";"355.58";"31.86";"105.23";"2.47";"91.98";"5.0";"1.06";"0.07";"20.51"
"Mia Asenjo";"M. Asenjo";"811253";"2003-03-07";"DUX Logroño";"5155";"78.02";"16";"0";"26.82";"28.18";"0.7";"0.84";"null";"null";"1.99";"2.79";"9651.83";"107.24";"1298.56";"516.48";"46.43";"83.56";"5.41";"600.04";"51.84";"99.99";"5.33";"83.41";"11.25";"3.68";"0.14";"28.69"
"Érika González Lombídez";"Érika Gonzalez";"811780";"2004-08-31";"Levante UD, Women";"2003";"94.77";"13";"0";"25.57";"26.66";"0.76";"null";"null";"null";"2.19";"2.97";"9728.9";"108.1";"1400.21";"424.88";"32.36";"49.31";"3.43";"474.19";"35.8";"91.1";"2.26";"77.51";"6.21";"0.66";"0.07";"20.89"
"Mariana Díaz Leal Arrillaga";"M. Díaz Leal";"812657";"1990-05-29";"Alhama CF";"5154";"64.97";"4";"0";"25.57";"25.57";"0.89";"null";"null";"null";"2.69";"null";"9613.12";"106.81";"1221.51";"530.23";"46.06";"113.25";"5.89";"643.48";"51.95";"112.9";"7.62";"93.16";"11.43";"5.89";"1.39";"28.75"
"Sydney Joy Schertenleib";"S. Schertenleib";"814051";"2007-01-30";"FC Barcelona, Women";"1995";"80.55";"17";"0";"26.1";"28.02";"0.76";"0.87";"null";"null";"2.15";"2.89";"9650.7";"107.23";"1124.0";"365.9";"34.97";"57.71";"4.4";"423.61";"39.37";"97.93";"2.96";"83.41";"6.05";"1.58";"0.2";"23.0"
"Comfort Yeboah";"C. Yeboah";"815302";"2006-12-17";"DUX Logroño";"5155";"75.92";"3";"0";"27.53";"27.53";"null";"null";"null";"null";"2.53";"2.92";"9373.04";"104.14";"1127.03";"513.33";"45.05";"103.14";"6.72";"616.47";"51.77";"91.68";"3.16";"83.38";"8.69";"0.79";"0.0";"26.08"
"Eden Le Guilly";"E. Le Guilly";"816310";"2005-11-25";"Levante UD, Women";"2003";"89.57";"6";"0";"24.33";"24.78";"null";"null";"null";"null";"2.48";"3.08";"8661.84";"96.24";"892.41";"282.68";"23.44";"25.96";"2.18";"308.63";"25.62";"102.32";"3.68";"87.25";"8.04";"1.0";"0.0";"17.08"
"Naolia Traore";"N. Traore";"818313";"2006-01-22";"Levante UD, Women";"2003";"50.98";"2";"0";"24.55";"24.55";"null";"null";"null";"null";"null";"null";"9610.89";"106.79";"1250.02";"285.14";"29.13";"31.78";"2.65";"316.92";"31.78";"105.93";"1.77";"92.69";"4.41";"0.88";"0.0";"19.42"
"Linnéa Solvoll Laupstad";"L. Laupstad";"818377";"2003-07-10";"Granada CF, Women";"4071";"54.68";"3";"0";"25.9";"25.9";"null";"null";"null";"null";"2.43";"null";"10308.94";"114.54";"1574.68";"556.35";"44.99";"64.19";"4.39";"620.54";"49.38";"121.26";"3.84";"98.21";"7.68";"1.65";"0.0";"42.8"
"Milagros Iara Martín";"M. Martín";"833011";"2007-04-26";"DUX Logroño";"5155";"82.7";"9";"0";"26.12";"27.14";"0.95";"null";"null";"null";"2.84";"null";"8271.16";"91.9";"796.15";"283.8";"26.72";"69.17";"3.51";"352.97";"30.23";"82.95";"3.14";"73.16";"6.17";"0.73";"0.24";"11.85"
"Margarita Gimenez Caneva";"M. Gimenez";"833023";"2004-11-01";"DUX Logroño";"5155";"51.68";"1";"0";"22.6";"22.6";"null";"null";"null";"null";"null";"null";"9387.75";"104.31";"1164.98";"207.22";"24.38";"0.0";"0.0";"207.22";"24.38";"87.07";"1.74";"80.1";"1.74";"0.0";"0.0";"36.57"
"Barbara López Gorrado";"Barbara López";"836442";"2005-08-30";"Madrid CF, Women";"2011";"60.24";"2";"0";"26.65";"26.65";"null";"null";"null";"null";"null";"null";"9952.16";"110.58";"1220.58";"666.32";"53.78";"121.76";"8.96";"788.08";"62.75";"89.64";"4.48";"78.43";"8.22";"4.48";"0.0";"43.33"
"Daniela  Agote Aguirre";"Daniela Agote";"836443";"2006-08-27";"Athletic Club de Bilbao, Women";"2010";"86.93";"17";"0";"25.68";"26.86";"0.66";"0.71";"null";"null";"2.06";"2.78";"10179.39";"113.1";"1354.31";"425.71";"37.58";"48.24";"3.84";"473.95";"41.41";"100.19";"2.92";"83.8";"5.91";"1.52";"0.24";"33.5"
"Noemi Bejarano Beltrán";"Noemi Bejarano";"836444";"2006-06-27";"Real Madrid, Women";"2016";"57.22";"1";"0";"27.3";"27.3";"null";"null";"null";"null";"null";"null";"9077.6";"100.86";"802.21";"185.61";"28.31";"36.18";"3.15";"221.79";"31.46";"97.52";"7.86";"94.38";"12.58";"3.15";"3.15";"17.3"
"Aicha Camara";"Aicha Camara";"836445";"2006-12-11";"FC Barcelona, Women";"1995";"81.15";"16";"0";"27.89";"29.4";"0.74";"0.82";"1.81";"1.93";"2.06";"2.89";"9377.41";"104.19";"1134.03";"458.25";"40.34";"106.54";"7.07";"564.79";"47.41";"102.66";"4.57";"90.32";"10.4";"3.12";"0.55";"21.28"
"IntzaIntza Eguiguren Beraza";"Intza Eguiguren";"836448";"2005-12-29";"Real Sociedad, Women";"2001";"75.89";"13";"0";"25.9";"26.42";"null";"null";"null";"null";"2.22";"2.8";"9998.1";"111.09";"1501.8";"555.13";"44.15";"69.97";"4.65";"625.1";"48.81";"110.75";"3.47";"99.26";"9.31";"0.36";"0.0";"31.29"
"Paula Rubio Peñalver";"Paula Rubio";"836449";"2005-08-28";"DUX Logroño";"5155";"75.45";"2";"0";"23.85";"23.85";"null";"null";"null";"null";"null";"null";"9991.85";"111.02";"1501.79";"314.91";"28.63";"10.14";"1.19";"325.05";"29.82";"100.8";"0.6";"82.9";"4.77";"0.6";"0.0";"24.45"
"Bibiane Schulze-Solano";"Bibiane Schulze";"839825";"1998-11-12";"Athletic Club de Bilbao, Women";"2010";"98.6";"8";"0";"25.36";"26.2";"1.02";"null";"null";"null";"2.66";"null";"8678.73";"96.43";"925.71";"230.37";"20.08";"18.37";"1.26";"248.74";"21.34";"95.39";"2.17";"81.81";"5.13";"1.03";"0.0";"14.95"
"Dona Scannapieco";"D. Scannapieco";"907615";"2004-06-06";"DUX Logroño";"5155";"61.21";"2";"0";"24.1";"24.1";"null";"null";"null";"null";"null";"null";"9599.43";"106.66";"1427.01";"327.9";"30.14";"11.76";"2.21";"339.66";"32.35";"92.63";"2.94";"77.2";"4.41";"0.74";"0.0";"21.32"
"Nahia Aparicio Jaular";"Nahia Aparicio";"907729";"2004-01-07";"Real Sociedad, Women";"2001";"100.46";"13";"0";"26.25";"27.4";"0.88";"0.92";"null";"null";"2.11";"2.91";"9107.81";"101.2";"1012.7";"332.86";"27.5";"55.55";"3.45";"388.4";"30.94";"93.38";"2.55";"79.11";"4.2";"1.24";"0.34";"15.44"
"Carlota  Suárez";"Carlota Suárez";"921512";"1997-07-19";"UDG Tenerife, Women";"1996";"75.92";"11";"0";"26.34";"26.88";"0.79";"0.89";"null";"null";"2.18";"3.14";"9100.48";"101.12";"1199.76";"459.02";"38.91";"65.42";"3.77";"524.44";"42.68";"104.87";"6.04";"84.07";"14.44";"3.13";"0.43";"21.02"
"Celya Barclais";"C. Barclais";"948640";"2001-04-17";"FC Levante Las Planas Badalona";"4040";"94.89";"9";"0";"27.2";"27.78";"0.8";"null";"null";"null";"2.46";"2.77";"8969.4";"99.66";"1000.39";"416.79";"36.46";"99.69";"6.01";"516.48";"42.47";"99.9";"3.16";"85.04";"10.43";"2.0";"0.21";"20.76"
"Eider Arana";"Eider Arana";"953263";"2002-04-11";"Athletic Club de Bilbao, Women";"2010";"100.12";"11";"0";"25.53";"26.22";"1.2";"null";"null";"null";"2.43";"3.04";"8505.67";"94.51";"857.01";"260.94";"20.35";"28.44";"1.72";"289.38";"22.06";"87.28";"2.37";"73.47";"4.82";"0.65";"0.16";"10.3"
"Carla Andrés";"Carla Andres";"953264";"2002-12-12";"SD Eibar, Women";"2024";"98.87";"22";"0";"25.6";"27.34";"0.74";"1.2";"null";"null";"2.08";"2.96";"8594.22";"95.49";"946.4";"277.19";"23.46";"38.23";"2.73";"315.42";"26.19";"91.78";"2.15";"75.1";"5.42";"0.58";"0.08";"15.31"
"Estefanía Simona Botero Granda";"E. Botero";"953265";"1995-03-14";"Reial Club Deportiu Espanyol";"4041";"99.3";"10";"0";"27.02";"28.08";"0.74";"0.84";"null";"null";"2.35";"2.94";"8873.86";"98.6";"977.71";"317.05";"27.74";"65.44";"3.81";"382.49";"31.54";"96.98";"2.72";"83.11";"5.98";"1.45";"0.45";"15.32"
"Carolina Marín de la Fuente";"Carol Marín";"953268";"1996-11-27";"Levante UD, Women";"2003";"90.0";"17";"0";"23.46";"24.64";"null";"null";"null";"null";"2.26";"2.95";"9688.81";"107.65";"1425.94";"236.75";"17.88";"12.35";"0.94";"249.11";"18.82";"114.82";"1.35";"102.23";"6.35";"0.12";"0.0";"14.71"
"Ángeles  del Álamo Sánchez";"Ángeles del Álamo";"953269";"1998-06-23";"Reial Club Deportiu Espanyol";"4041";"71.92";"5";"0";"26.46";"26.46";"0.85";"null";"null";"null";"2.42";"null";"10394.82";"115.5";"1538.14";"630.17";"49.3";"100.86";"5.01";"731.03";"54.31";"113.62";"4.76";"92.6";"13.26";"2.25";"0.0";"32.03"
"Laia Balleste Sciora";"Laia Balleste";"953270";"1999-02-22";"Reial Club Deportiu Espanyol";"4041";"91.08";"11";"0";"25.73";"26.36";"0.85";"null";"null";"null";"2.33";"null";"8894.57";"98.83";"921.45";"308.02";"24.34";"31.71";"2.34";"339.73";"26.68";"85.61";"2.25";"75.19";"3.77";"0.72";"0.18";"13.38"
"Mar Torrás de Fortuny";"Mar Torrás";"953271";"1996-04-06";"Reial Club Deportiu Espanyol";"4041";"84.39";"8";"0";"24.01";"24.64";"null";"null";"null";"null";"2.4";"3.03";"10195.16";"113.28";"1457.52";"250.63";"20.13";"12.93";"0.67";"263.56";"20.8";"109.18";"1.6";"91.72";"6.53";"0.27";"0.0";"22.93"
"Júlia Guerra Peiró";"Júlia Guerra";"953272";"2002-01-23";"Reial Club Deportiu Espanyol";"4041";"92.21";"8";"0";"25.93";"26.58";"0.96";"null";"null";"null";"2.27";"3.03";"9388.26";"104.31";"1129.41";"336.25";"26.48";"43.68";"2.44";"379.93";"28.92";"92.85";"2.32";"76.86";"5.12";"0.85";"0.0";"19.28"
"Iara Lacosta Sánchez";"Iara Lacosta";"953273";"2001-11-08";"SD Eibar, Women";"2024";"73.29";"10";"0";"26.65";"27.5";"0.71";"0.8";"2.39";"null";"2.14";"2.82";"10178.03";"113.09";"1418.55";"505.19";"45.31";"86.82";"6.75";"592.0";"52.07";"111.01";"3.56";"94.06";"12.65";"2.09";"0.37";"28.86"
"Lucia Vallejo Blazquez";"Lucia Vallejo";"953274";"2003-07-10";"Reial Club Deportiu Espanyol";"4041";"100.22";"19";"0";"26.19";"27.02";"0.79";"0.82";"null";"null";"2.41";"3.13";"9265.75";"102.95";"1102.44";"373.34";"30.3";"80.11";"3.83";"453.45";"34.12";"101.29";"3.69";"86.97";"8.08";"1.28";"0.05";"17.49"
"Judit Pablos Garrido";"Judit Pablos";"953275";"1997-12-07";"Reial Club Deportiu Espanyol";"4041";"65.53";"1";"0";"27.2";"27.2";"null";"null";"null";"null";"null";"null";"10077.62";"111.97";"1468.11";"694.91";"53.56";"162.05";"12.36";"856.97";"65.92";"90.64";"2.75";"85.15";"6.87";"2.75";"0.0";"19.23"
"María Gabaldón Romero";"María Gabaldón";"953279";"2004-12-02";"Levante UD, Women";"2003";"92.6";"16";"0";"27.21";"28.74";"0.77";"0.77";"1.7";"null";"2.32";"2.91";"9226.51";"102.52";"1117.58";"426.57";"36.63";"100.23";"5.83";"526.81";"42.46";"104.12";"5.04";"88.51";"12.94";"2.73";"0.55";"20.78"
"Débora  García Mateo";"Débora García";"953282";"1989-10-17";"Sevilla FC, Women";"2013";"88.0";"18";"0";"26.3";"27.66";"0.74";"0.9";"null";"null";"2.1";"2.8";"8661.51";"96.24";"984.33";"359.61";"27.67";"75.11";"3.07";"434.72";"30.74";"87.61";"3.86";"78.81";"7.27";"1.36";"0.23";"16.93"
"Alicia Redondo González";"Alicia Redondo";"953284";"2001-11-02";"Sevilla FC, Women";"2013";"83.85";"16";"0";"24.66";"26.08";"0.71";"1.25";"null";"null";"2.28";"2.87";"9644.68";"107.16";"1470.95";"299.4";"24.42";"19.45";"1.21";"318.85";"25.63";"106.13";"1.81";"96.0";"6.31";"0.6";"0.0";"18.45"
"Eva Llamas Hernández";"Eva Llamas";"953285";"1992-05-29";"Sevilla FC, Women";"2013";"102.43";"15";"0";"26.03";"27.22";"0.87";"0.93";"null";"null";"2.14";"3.2";"8529.7";"94.77";"866.55";"262.53";"23.08";"35.85";"2.17";"298.38";"25.25";"91.08";"2.64";"78.78";"5.74";"0.82";"0.12";"15.11"
"Fatoumata Kanteh Cham";"Fatou Kanteh";"953286";"1997-07-02";"Sevilla FC, Women";"2013";"87.11";"18";"0";"28.26";"29.56";"0.78";"0.82";"1.5";"1.5";"2.05";"2.87";"9016.76";"100.19";"1091.61";"494.4";"45.35";"157.97";"7.86";"652.37";"53.21";"96.38";"5.45";"78.18";"10.79";"4.08";"0.63";"21.64"
"Raquel Morcillo Aparicio";"Raquel Morcillo";"953288";"1999-04-08";"Sevilla FC, Women";"2013";"94.6";"16";"0";"25.99";"26.8";"0.77";"0.84";"1.62";"null";"2.0";"2.69";"9365.97";"104.07";"1136.19";"396.19";"34.84";"61.54";"4.1";"457.73";"38.95";"95.44";"3.69";"80.04";"8.68";"1.66";"0.3";"24.74"
"Alba Lopez Pérez";"Alba Lopez";"953289";"2004-11-11";"Sevilla FC, Women";"2013";"77.66";"3";"0";"26.43";"26.43";"0.91";"null";"null";"null";"2.95";"null";"8918.61";"99.1";"912.49";"387.09";"35.93";"73.79";"3.86";"460.88";"39.79";"94.26";"4.25";"84.99";"11.98";"3.86";"0.0";"23.57"
"Millaray Scarleth Cortés Espinoza";"Millaray Cortés";"953290";"2004-06-30";"Sevilla FC, Women";"2013";"84.88";"10";"0";"24.22";"24.96";"1.1";"null";"null";"null";"2.28";"2.99";"8820.35";"98.0";"1031.76";"221.92";"20.57";"16.43";"0.95";"238.35";"21.52";"99.14";"2.33";"87.47";"7.53";"0.95";"0.0";"22.16"
"Lucia Pardo Méndez";"Lucía Pardo";"953291";"2000-01-05";"Real Sociedad, Women";"2001";"71.3";"12";"0";"26.23";"27.04";"0.84";"null";"null";"null";"1.97";"2.85";"10222.9";"113.59";"1528.28";"599.3";"49.34";"82.58";"5.79";"681.88";"55.12";"101.2";"4.1";"86.79";"10.73";"1.37";"0.0";"31.87"
"Violeta García Quiles";"Violeta Quiles";"953292";"1999-12-10";"UDG Tenerife, Women";"1996";"88.11";"6";"0";"27.17";"27.6";"0.75";"0.81";"2.03";"null";"2.08";"2.78";"9622.04";"106.91";"1296.46";"456.78";"37.11";"87.85";"5.28";"544.63";"42.39";"107.94";"3.92";"87.17";"9.19";"2.55";"0.68";"24.52"
"Eva Alonso González";"Eva Alonso";"953295";"2002-07-23";"Levante UD, Women";"2003";"99.93";"17";"0";"25.19";"26.64";"0.85";"null";"null";"null";"2.31";"3.12";"8702.18";"96.69";"925.82";"256.72";"19.87";"32.16";"1.8";"288.88";"21.67";"89.48";"2.12";"74.22";"5.19";"0.69";"0.0";"13.51"
"María  Molina Molero";"María Molina";"953296";"2000-05-09";"Real Sociedad, Women";"2001";"93.46";"4";"0";"25.32";"25.32";"null";"null";"null";"null";"2.86";"null";"9071.5";"100.79";"1045.29";"252.29";"19.98";"38.04";"1.69";"290.33";"21.67";"93.89";"2.89";"78.24";"5.3";"1.44";"0.0";"10.83"
"Raiderlin Nazareth Carrasco Vargas";"R. Carrasco";"953299";"2002-06-11";"Levante UD, Women";"2003";"88.62";"12";"0";"26.52";"27.48";"0.73";"0.84";"1.63";"null";"2.16";"2.73";"9575.77";"106.4";"1231.85";"426.05";"38.0";"97.33";"5.5";"523.38";"43.5";"105.88";"3.98";"85.9";"11.59";"2.2";"0.68";"24.71"
"Blanca Muñoz";"Blanca Muñoz";"953305";"2005-04-01";"Granada CF, Women";"4071";"88.48";"8";"0";"28.8";"29.6";"0.79";"0.91";"1.47";"null";"2.29";"3.15";"9907.54";"110.08";"1285.85";"517.11";"43.1";"154.23";"7.5";"671.34";"50.61";"99.94";"5.21";"83.03";"10.93";"3.31";"0.64";"27.08"
"Yerliane Glamar Moreno Hernández";"Y. Moreno";"953313";"2000-10-13";"UDG Tenerife, Women";"1996";"87.35";"7";"0";"24.49";"24.94";"1.01";"1.01";"null";"null";"2.25";"2.98";"9429.25";"104.77";"1101.25";"210.77";"20.9";"10.45";"0.59";"221.22";"21.49";"103.91";"1.77";"91.4";"3.53";"0.88";"0.29";"19.87"
"Cinta Del Mar Rodriguez Costa";"Cinta Rodríguez";"953314";"1999-11-07";"UDG Tenerife, Women";"1996";"92.13";"13";"0";"24.84";"26.16";"1.16";"null";"null";"null";"2.18";"null";"8030.68";"89.23";"640.84";"171.41";"15.03";"20.14";"0.75";"191.54";"15.78";"79.43";"1.65";"68.38";"3.31";"0.53";"0.0";"7.21"
"Sandra  Castelló Oliver";"Sandra Castelló";"953315";"1993-08-07";"UDG Tenerife, Women";"1996";"100.55";"7";"0";"22.64";"23.22";"null";"null";"null";"null";"2.35";"3.16";"9890.73";"109.9";"1571.12";"198.71";"16.75";"2.43";"0.64";"201.14";"17.39";"128.25";"2.81";"104.72";"6.65";"0.38";"0.0";"16.37"
"Claudia  Roldán Blanco";"Claudia Blanco";"953316";"1997-03-11";"UDG Tenerife, Women";"1996";"94.78";"12";"0";"25.18";"26.06";"0.77";"1.0";"null";"null";"2.16";"2.88";"9344.18";"103.82";"1197.85";"368.03";"29.28";"39.01";"2.22";"407.04";"31.49";"111.02";"3.48";"91.39";"12.9";"1.98";"0.0";"18.75"
"Laura Camino";"Laura Camino";"953320";"2002-04-01";"SD Eibar, Women";"2024";"97.01";"24";"0";"25.99";"27.36";"0.71";"0.99";"null";"null";"1.85";"2.78";"9252.12";"102.8";"1079.75";"362.64";"31.74";"69.2";"3.67";"431.83";"35.41";"92.58";"3.4";"79.98";"8.81";"1.16";"0.08";"19.79"
"Ana Marcos Moral";"Anita Marcos";"953323";"2000-07-09";"Madrid CF, Women";"2011";"75.65";"8";"0";"25.99";"26.5";"0.83";"null";"null";"null";"2.61";"3.1";"8500.99";"94.46";"943.7";"402.7";"35.84";"55.17";"3.57";"457.87";"39.41";"91.9";"3.72";"80.75";"6.54";"2.23";"0.3";"20.08"
"Nuria Garrote Camúñez";"Nuria Garrote";"953329";"1997-06-10";"FC Levante Las Planas Badalona";"4040";"80.56";"10";"0";"26.48";"27.64";"null";"null";"null";"null";"2.33";"2.76";"9312.17";"103.47";"1226.08";"416.7";"32.96";"83.12";"3.69";"499.82";"36.64";"100.54";"3.8";"89.48";"8.27";"0.34";"0.34";"18.88"
